PValue
SLC16A3	-7.034583026
PRRT4	-7.030460088
MGLL	-7.027164554
MAP1LC3C	-7.022251131
FCGRT	-6.976484668
H19	-6.97384767
STMN3	-6.970145708
ANKZF1	-6.953788913
RPS27	6.934220139
EIF5	6.898421514
CMTR2	6.881197579
ORAI3	-6.87570594
EIF4G2	6.80521152
FLOT2	-6.797989502
KLF9	-6.76889828
MMP15	-6.767421029
MYC	-6.750849526
YPEL2	-6.707388563
BCLAF1	6.701639817
DYNC1H1	6.687875784
STAG1	6.685120208
DUSP6	-6.668857021
ABLIM1	-6.665327075
COQ8A	-6.662269057
RIMKLA	-6.658536185
C16orf58	-6.651996241
MMP11	-6.637756152
TOX2	-6.635134129
TRIP12	6.605610712
TNKS2	-6.565948403
AKAP12	6.562761138
B3GALNT2	6.543693434
C2orf72	-6.541050908
DDB2	-6.521373567
ETNK1	6.521034879
SRSF1	6.486859401
RNF213	-6.485064075
S100A2	6.471912201
GNPDA1	6.469760011
SDC4	-6.455513063
MYCL	-6.439134819
CBX7	-6.410580601
NRP1	6.387988932
CRAT	-6.377203737
ADM	-6.374980911
N4BP2	6.368468746
DUSP5	-6.367563297
NIPSNAP1	-6.366132586
TAF13	6.361726091
ID3	6.345235384
SELENOT	6.336852809
MREG	6.331276308
PDCD11	6.320589714
MPI	-6.311037719
ATP1B3	6.299962704
LOC154761	-6.271884746
PAQR8	-6.269984111
PNN	6.263370271
FOSL2	-6.258026444
C1orf115	-6.257056045
ATF5	6.253624703
PGAM1	-6.234326601
GPX3	-6.231145986
TNS1	-6.229772083
ANP32B	6.228908181
ERBB3	-6.224089162
SACS	6.212220202
SRSF2	6.21014664
LINC02310	-6.209139441
HEATR1	6.208514323
QSER1	6.208288036
SH3BP5L	6.20335607
KIAA1522	-6.194726589
NARF	-6.191218236
MXD4	-6.187440448
NBR1	-6.170058255
ODC1	6.131166881
HSPA1A	6.130399831
HNRNPU	6.126768439
ZNF124	6.126576861
REPS2	-6.125077853
NES	-6.102584687
SHB	-6.098351663
NAV2	-6.094036915
RTN4	6.082191374
GOLGA2P7	-6.06764613
ADD3	-6.064282209
CDS1	-6.062291058
URB2	6.05846804
LAMP1	5.998594976
FAM208B	5.983104515
KDM5C	-5.971284866
SPCS3	5.970299273
MFSD1	5.959874105
ARF1	5.955876589
GMFB	5.947314945
NOC2L	-5.943461602
TCAF2	-5.939509383
CA12	-5.932747402
NOP56	5.92480589
FAM131C	-5.921784718
VGLL4	-5.918168998
PLIN2	-5.917838163
TGFA	-5.915339849
RPS17	5.914643068
LZTS3	-5.90894758
ACP7	5.908328135
EGR1	5.89834726
RBM25	5.892678466
TES	-5.892522668
HBEGF	-5.890766857
NRBP2	-5.889462297
DNTTIP1	-5.888615102
ZMPSTE24	5.855534878
SERBP1	5.848156452
CDK18	-5.834859641
EFNB2	5.828054336
TRMT6	5.812705554
MFGE8	-5.808282088
LOC100126784	-5.804458802
SNHG12	5.792543738
RNR1	-5.792036189
ABHD14B	-5.784048934
ARHGEF6	-5.782608195
C2orf81	-5.775434535
PFKL	-5.759627604
FGFR4	-5.755101178
FASTKD5	5.739306785
RNMT	-5.732199449
HSP90AA1	5.731945079
GEN1	5.727264426
FBXO30	5.724511333
TMEM132A	-5.72423027
HNRNPA2B1	5.719269776
RIF1	5.716874232
INTS11	-5.707355794
TOMM20	5.704553495
MLKL	5.695544872
NOL9	5.69409941
ARHGEF17	-5.68033181
NEK6	-5.6797822
MIR3620	5.669206932
PLOD1	-5.662498355
C1orf52	-5.661441802
DTX4	-5.657149709
CMPK1	5.648281651
NXN	-5.648116582
COA6	5.647401234
PRRG4	5.646172276
SLC29A4	-5.637876888
ANKRD37	-5.629627196
JPH1	-5.624548671
ZBTB38	5.622661869
FAM136A	5.619583086
TBC1D23	5.616851463
HR	-5.609369301
H2AFZ	5.608705657
NUFIP2	5.594914474
ATP11C	5.586242023
EEA1	5.584870393
ATF3	-5.575637745
NIFK	5.566737491
PCOLCE	5.558231574
RND2	-5.555399304
IGF2BP2	-5.553522985
P4HA2	-5.550419323
SLC38A1	5.539635083
PDK4	-5.537916631
ACSL4	5.535216832
BDP1	5.533331458
PUS7L	5.521545558
LINC00963	-5.513911677
CLUH	5.502331797
NCOA5	5.496431821
AMD1	5.49224226
BRWD1	5.458921979
PODXL	5.453769006
FAM111B	5.45234276
UNC5A	-5.44638833
PNMA2	-5.444145895
PLEKHB1	-5.443863334
PLAU	5.438705106
PPM1M	-5.438580784
TFDP2	-5.432824311
CYCS	5.429566906
ZNF638	5.429096766
PCYOX1L	-5.428111159
AGRN	-5.421766676
HBP1	-5.419813625
S100A10	-5.415283366
TIMM17A	5.415099297
POLR3G	5.413245927
SCAF1	-5.411747724
OAF	-5.405253695
NAA50	5.402543636
TMED5	5.400811613
NFKB2	-5.398828402
RPS24	5.394543324
IGF2R	5.392986711
VMA21	5.388716654
RRP1B	5.387984545
MXI1	-5.385493659
ADAMTS9	-5.384240142
PIGV	-5.382022457
LARP4	5.381648505
SFPQ	5.381461109
SERINC2	-5.381455811
ICAM1	-5.379824962
PDGFRB	-5.378900245
FUS	5.37753563
CLIP2	-5.37447712
NBN	5.37366066
TMC5	-5.371522846
RPSAP9	5.369938908
KPNA2	5.368569194
ZCCHC24	-5.36651389
WDR54	-5.362291427
PNRC1	-5.355653672
SREBF2	-5.353419398
DBNDD1	-5.352311845
WDR31	-5.338621781
YPEL1	-5.328200168
NEAT1	-5.319888361
GGA1	-5.313425064
NFKBIA	-5.306703699
CANX	5.306457578
CNST	5.302741185
DYNC1LI2	5.299112438
KDM7A-DT	-5.29867793
HOOK1	-5.295436852
UBE2V2	5.293843148
HPS3	-5.287545673
KCNIP3	-5.283852887
ZSWIM4	-5.2819709
PCDH1	-5.281623507
KDM7A	-5.280684393
ADPRHL1	-5.275937371
VPS37D	-5.272109411
ACTR1B	-5.267241178
NTSR1	-5.259642084
RPS7	5.259446988
DNAJB5	-5.258680284
ENG	-5.245278354
UNC119	-5.243014442
LRRC3	-5.241971898
KHNYN	-5.239401476
GABARAPL1	-5.233788496
CCDC120	-5.23233499
SLC5A6	5.228745003
DDX21	5.222500771
YPEL3	-5.221340757
EPHB2	-5.215860796
BOK	-5.212566908
STRIP2	5.202013632
ZFP36L2	5.199449282
SYDE2	-5.191795837
ABRACL	5.186676928
ADSS	5.186066775
RANBP2	5.185040396
MTDH	5.175570556
ASNSD1	5.168025619
KIAA1958	-5.16468111
FGFR1	-5.161753632
RHEBL1	-5.16164527
DDX3X	5.151248756
MEF2D	-5.146583016
RORA	-5.145172006
GOLGA2P10	-5.136871882
HOTS	-5.135846913
TK1	-5.09976745
PIK3IP1	-5.097927317
TMEM33	5.092890984
DDX39A	5.08781802
VKORC1	-5.087799442
CGAS	5.087610683
HNRNPDL	5.086056848
TRAM1	5.083909999
SLC18B1	5.08287836
TNFRSF11A	-5.077012531
RHBDL3	-5.075358034
PIK3CD	-5.071601524
DMBX1	-5.071411593
RASA4B	-5.067958201
PRPF4B	5.05527172
RPS27A	5.055206138
TSIX	5.050495715
KCNH3	-5.048507054
ITGA3	-5.046450446
DNM1	-5.038239258
YWHAG	5.035660153
CADPS2	-5.033318775
ANKRD10	5.03005889
POLD4	-5.029818929
ESPNL	-5.026710061
TSPAN12	-5.026389191
NOL8	5.024129538
NOP58	5.020605206
SSR3	5.019865694
TTC28	-5.016312436
REEP6	-5.015277806
SHLD2	5.014144309
RBL2	-5.011566894
SPRTN	5.00914448
MAP2K1	-5.00896011
C2CD2	4.983070385
ADPRH	-4.981566318
SYT17	-4.974224054
EPPK1	-4.974121561
NIPA2	4.969451472
VCP	4.957982625
RASA4	-4.955961846
TNPO1	4.95053432
ZNF605	4.950510693
SLTM	4.948849248
NR3C2	-4.948668548
PCK2	-4.946930639
PLEKHA6	4.94629906
CDV3	4.944506638
DNAJB1	4.944281437
NATD1	-4.936627185
SPIRE2	-4.935466786
MAPK8IP2	-4.924778684
NUDT15	4.92268419
ITPKA	-4.920380041
TRMT61A	4.919929483
EIF5A2	4.917758831
BBC3	-4.914010108
RAB11FIP4	-4.912240848
FZD1	-4.908726266
HSPE1	4.899095553
ENDOD1	-4.894483318
WBP1	-4.893855598
TWF1	4.89379069
UQCRB	4.892592603
PTMA	4.891382852
RPL26	4.88580848
DPY19L3	4.881732819
CCT2	4.869130889
KREMEN1	-4.864958699
PAIP2B	-4.862541286
IFFO2	-4.850076126
CALCOCO1	-4.848171462
ESF1	4.846943705
NYAP1	-4.846015866
RBM26	4.843784565
TOMM5	4.840943647
NIP7	4.838191831
LOC642423	-4.835635732
ADAMTS13	-4.829345372
ALDH6A1	-4.828151333
MTSS1	-4.820291472
RPL28	-4.818749199
ETF1	4.816085116
PTBP1	4.81090416
SLC35E2B	-4.808865025
KLHL17	-4.806113012
RABGGTB	4.802042973
RHPN1	-4.8004535
DESI2	4.797066078
INSIG2	-4.795978879
SGIP1	4.794720915
ABCF2	4.794050246
SET	4.79328405
XIST	4.792418227
EXOC4	-4.790915215
RHOBTB1	-4.784604047
ZFYVE28	-4.782628064
SH3GLB2	-4.781771875
GINS3	4.78146616
TTC39A	-4.777373603
ISG15	-4.775896212
FLOT1	-4.7756541
ZC3HAV1	4.773779779
TBC1D16	-4.773341862
HRNR	-4.766097595
SCCPDH	4.756847404
TPI1	-4.754863794
CERCAM	-4.746392427
LINC01106	-4.742981715
ZHX1	4.740958542
CAMK1D	-4.740879256
SNHG15	4.739124538
ELL2	-4.736891987
HPCAL1	-4.736600392
TMSB10	-4.735836976
POLR2A	4.733015827
GLS2	-4.729459746
AREG	-4.720256713
SEZ6L2	-4.719019468
RBM19	4.711959397
DVL1	-4.711189594
SEMA7A	4.706772235
PDK2	-4.705164302
SLC44A2	-4.701423727
NXF1	4.696838119
C6orf141	4.691797902
HECA	-4.687289512
PPP2CA	4.682721597
LINC00346	-4.680576729
FOS	4.674963329
RMI2	-4.672665393
C4orf3	-4.666940621
PTP4A3	-4.66133446
TPTEP2-CSNK1E	-4.656915974
BTG2	-4.655127164
WDFY2	4.653442413
TRPM7	4.652494187
SERPINB8	4.647575947
DDAH1	-4.645993182
CD24	-4.645857538
C10orf55	4.643007831
FTL	4.642189088
CCDC113	-4.638888368
RN7SL3	4.637483305
SACM1L	4.634362437
RBM34	4.628180186
ARFGAP2	-4.626498039
RLF	-4.623658822
ECHDC1	4.619557381
CCT6A	4.61817285
ACY1	-4.616000192
MYO5C	-4.613092322
NABP1	4.611110452
NBPF14	4.610123797
ADAMTSL4	-4.608818208
AZIN1	4.608430996
IPO7	4.607372118
GPSM1	-4.606376607
MACROD1	-4.603919833
CSNK1E	-4.603447914
ITGA2	4.599733839
SYTL2	-4.599121445
CARHSP1	-4.597126613
RAP1GAP	-4.596482335
PNP	4.593057537
DARS	-4.591162203
SOGA1	-4.590938432
G3BP1	4.586379623
LOC100288175	-4.585522525
ARHGAP11A	4.585104838
HNRNPH1	4.581198835
PRPF38B	4.576967611
MYL9	-4.574870441
CNNM2	-4.574470491
KLHL24	-4.573157417
ALKBH5	-4.571906482
CA13	4.565668756
DDX60L	4.565197408
ZNF286B	4.564923931
ACBD4	-4.558562636
ABTB1	-4.558340743
AGO4	-4.557209279
NOP2	4.553921763
SELENOI	4.550244567
CBFB	4.542901224
FAM131A	-4.537429605
CADM4	-4.53040643
LOC100288162	-4.529091007
SLC5A2	-4.525980698
SCARA3	-4.525202862
CYSRT1	-4.523114091
SYNCRIP	4.521478681
LIG4	4.521247313
PPT1	4.516602675
KLF6	-4.514993637
CIB2	-4.511812163
TARS	4.509277981
SAMD11	-4.502173593
FNDC3A	4.500050112
PPM1J	-4.499957403
DNTTIP2	4.499646839
UBALD2	-4.495763386
PRPS1	4.49257056
ZBTB42	-4.487852201
SH2D4A	4.481996626
APC	4.481567273
HNRNPAB	4.481056138
FYN	-4.479351485
GPI	-4.478826683
KPNA1	4.477446557
BCL6	-4.475358855
NMU	-4.475141206
FUBP1	4.469360504
ZDHHC6	4.461526594
TRA2B	4.461030563
CYHR1	-4.456964086
HOXA10	4.456825503
ZNF618	-4.45647138
CIB1	-4.455860414
DEGS1	4.453325128
GBAP1	4.45026702
MST1R	-4.448459132
PTPN11	4.439223812
U2SURP	4.438280236
SPSB3	-4.438061379
DDX46	4.428734164
CRIP2	-4.424332251
CCNL2	-4.42234708
TMEM156	4.421526488
LINC00957	-4.421353719
RNF24	-4.411389642
MAPK11	-4.405728737
CDC27	4.403259762
RPSAP58	4.40190432
IL17RD	-4.401902651
KIF5B	4.401378307
NDUFB9	4.398765269
CHML	4.39871261
ARL9	-4.396876922
FAM219A	-4.394311097
LINC01204	4.393757818
FAM217B	4.393735874
PDXP	-4.393276553
ATF7IP	4.390601718
TIMP1	4.38912373
OLMALINC	-4.38730424
PAQR3	4.386077986
TFB2M	4.385233246
AURKAIP1	-4.385070103
BAZ1A	4.384583695
ADAP1	-4.383880427
PPIL1	4.377512919
ANP32E	4.3767771
AADAT	4.375448
AHCTF1	4.372878189
ZFAS1	4.365665296
NFKBIL1	-4.364412467
CAPRIN1	4.363847478
CHST14	-4.360995638
ARPIN	-4.359641564
GAS6-DT	-4.359302993
SUN3	-4.351115233
LPCAT1	4.350327729
PDCD1LG2	4.345064515
TLE6	-4.340197333
CELSR2	-4.338907987
RASA4CP	-4.338741149
TMEM54	-4.336717257
CCT5	4.33610209
TCAF1	-4.332437825
VPS39	-4.328031561
EVI5L	-4.322538788
EGFR	-4.317214359
ACAP3	-4.312707958
RPL17	4.311211312
CPEB4	4.310703156
FBXO32	-4.303482828
TUBA1A	-4.301143257
HNRNPM	4.300910297
SDAD1	4.295048161
PTPRG	-4.291006128
GPRC5A	-4.284272367
POLR1B	4.283734574
TCP11L2	-4.283352053
SEMA3F	-4.280979885
GAREM2	-4.277152296
AMOT	-4.271125822
ZNF160	-4.270726109
EIF1AX	4.270251178
ABCB10	4.269891209
MIF	-4.269234259
RPL17-C18orf32	4.268966496
H3F3B	4.268269544
NFKBIE	-4.26692882
CAPG	-4.266077531
SUB1	4.26565038
OTUD1	-4.262221503
CTDSP2	-4.262217806
TIAL1	4.259866147
SEMA3D	4.258934884
ZNF488	-4.258130247
DDX6	4.252743479
BMP4	-4.250958844
TTC3	4.248139329
NPAS1	-4.240753028
CEND1	-4.238889701
CTSC	4.235873381
IGF2BP3	4.234767434
PDCD4	-4.232975559
RIMS3	-4.231602902
CYP20A1	4.229234244
DNAJA1	4.224047433
HPCAL4	-4.221266503
COG2	4.221217918
RAB4B	-4.220412711
CLK3	-4.219648266
SVIP	4.219497284
CNTF	4.217942936
TDG	4.216992305
LMNTD1	-4.216684669
ZNF672	4.216311296
HMGCL	-4.214207624
VWA5A	-4.212778529
BCCIP	4.211924995
ASAP3	-4.211062552
WBP2	-4.206985758
ZMIZ1-AS1	4.200497074
DAPK1	-4.193760518
TYW3	4.192455231
PRRC2C	4.187390623
TADA3	-4.185432957
IPO11-LRRC70	4.183232726
CYTOR	-4.180798746
LOC100996740	-4.179822389
KIF21B	-4.177810375
SOWAHC	4.17761263
SLC20A1	4.174724725
CASKIN1	-4.171851373
NCL	4.17166275
FAM78A	-4.171346855
DHX34	4.169858953
CORO2A	-4.169711077
SMIM10L1	4.167033948
WDR77	4.166272345
NAA25	4.163553167
TOM1L2	-4.162724963
U2AF2	4.162662483
GPC1	-4.158147416
PLAT	-4.156113716
GLYR1	4.153781466
GPR161	-4.150895945
BMF	-4.147251524
ZZZ3	4.143695618
NUP35	4.143394975
ARF6	4.141794596
BSDC1	-4.139510297
RPL6	4.139226689
TMEM74B	-4.137612273
KNL1	4.136760368
HSPE1-MOB4	4.136209013
TLCD2	-4.134736377
ENTPD2	-4.133163496
UPK3BL1	-4.12947641
RPL21	4.128478945
PSKH1	-4.128448252
SLC16A7	4.126810268
DKC1	4.125954361
LRRC58	4.125838058
R3HDM2	-4.125526937
RPL21P28	4.125337448
HES4	-4.124209878
NKD1	-4.122742102
BORCS7	4.121457971
SGSM3	-4.120112867
GGCX	4.119591406
ARRDC3	-4.119350263
CYB5D2	-4.114352309
OSTM1	4.113359489
MMP10	4.112990521
ARMH4	-4.110020193
ITM2C	-4.109004603
YPEL5	-4.108928034
NBPF19	4.100243198
KIAA1324L	-4.099037037
ADAM11	-4.098735649
CD2AP	4.098233479
ENPP1	-4.097324187
COX6C	4.097197393
OSBPL8	4.092544829
TP73	-4.092023707
RASA2	4.090748816
CCNJ	4.090514308
SLC12A2	4.081590265
TVP23B	4.079612424
C2orf68	-4.078832887
ANKRA2	-4.078771086
MIA-RAB4B	-4.07753291
IGFBP6	-4.07253327
MIDN	4.066690233
TEX19	-4.066257663
CCR10	-4.065932159
AK4	-4.063733927
ZFPM1	-4.059322133
GAS2L3	4.05701509
VPS18	4.05596104
TCAF2P1	-4.055187206
GPR68	-4.055165153
SLC7A11	4.053829823
B4GALT7	-4.053236899
TAF9B	4.048827903
AGBL5	-4.047740377
TP53	-4.040973977
SEMA6B	-4.038961385
SLC35E2A	-4.037174699
MTMR2	4.03679636
PCAT6	-4.036461155
RNASE4	-4.035483744
GCLM	4.034668663
KLF15	-4.033267728
LPAR2	-4.030906065
ATP6V0E1	4.029651835
TAF5L	4.028167097
KIAA1211	-4.02799507
AHNAK2	-4.025850517
LINC02210-CRHR1	-4.022986446
NETO2	4.021158948
PAN2	-4.015176991
SAFB2	4.014100048
TPR	4.011996401
GAPDH	-4.006543303
GLRX2	4.006298643
NUS1	4.004658328
ATL3	4.004478237
HSPG2	-4.004160669
SEH1L	4.003461978
PTGR1	-4.003128936
GPATCH4	4.001855254
PHF20	-4.001114349
TMX3	3.996516029
TMEM198	-3.996262828
CACFD1	-3.995518348
B3GALT6	-3.994196169
LMF1	-3.993547368
CORO2B	3.991307484
SEMA6C	-3.989591158
UBXN1	-3.989128843
ADRA2C	-3.989047234
RNF219	3.98799955
C11orf68	-3.987578274
NUDC	3.986945738
PCSK9	-3.986844721
FRAT1	-3.986041214
MET	3.985541315
EDEM3	3.984715472
HIVEP2	-3.982886204
TXLNG	3.980842213
ZNF521	-3.98072239
HOOK2	-3.977704178
SERP1	3.970787572
ANKRD33B	-3.969983894
APLP1	-3.967814743
KMT5C	-3.967630143
FAM110A	-3.965716473
SLK	3.965487052
RPF2	3.964528881
CFAP47	3.961539734
ZNF148	3.960954123
SLC4A2	3.958995747
FARP1	-3.957221703
RNF6	3.956162336
MYO18A	-3.956023417
HYDIN	3.955244504
LOC100190986	3.955231596
SPRY4	3.954816842
FKBP9	-3.953734354
SSR1	3.953194088
MKRN1	-3.952084099
DPCD	-3.951841719
SLC25A23	-3.948059754
STX16	-3.947261543
SMG1P1	3.945718858
FASTKD2	3.945706953
MIR100HG	3.942552461
ISCA1	3.941750181
NIPA1	3.941625475
KCNAB2	-3.940520153
LOC727751	-3.937365021
BCAP29	3.936608421
CTTNBP2	-3.933529639
LGI2	-3.933016294
ZNF24	3.93277012
ERO1A	-3.932059164
NFE2L3	-3.927436233
EIF4E	3.926828281
SYNJ2BP	3.926441939
KCTD11	-3.925911427
OTUD4	3.925137453
TMEM229B	-3.924225316
SMG1	3.92381418
ZNF581	-3.923500244
NACA	3.920977748
UBR3	3.918825635
ZNF845	3.917906266
FEZ2	3.91761363
SNX21	-3.917220909
SMIM30	3.916240849
EIF1	3.915367329
ILF3-DT	-3.914677961
PHTF2	3.913763951
YBX1	3.912752715
EEF1E1	3.911225597
KCTD7	-3.910845745
ALDH4A1	-3.910269993
SDF4	-3.909234651
MIF-AS1	-3.906142422
FAM78B	-3.904372843
ATRAID	-3.903900223
RBBP8	3.903205291
TMEM70	3.901785483
PLD3	-3.897630864
FDXR	-3.895727092
B3GALNT1	3.895664262
MRFAP1	3.893638624
ATP5F1C	3.89098907
RPS20	3.890213572
GTPBP4	3.890043734
PITHD1	3.889668263
FBXL20	-3.888984386
NFKBIZ	-3.887356606
AP1AR	3.886372246
MAPRE1	3.882675099
ZNF474	-3.881798295
LOC101927765	3.881340947
MAP3K2	3.880275983
RNPEPL1	-3.87976565
CEACAM19	3.87962155
INTS1	-3.878109319
PRELID3B	3.877337147
BUB3	3.877270118
OSBPL5	-3.876370239
TRMT10C	3.873292486
FLVCR1	3.870811615
HSPA9	3.866218632
CCDC80	-3.86058654
AIDA	3.860468231
RAB11FIP2	3.859703244
BTN3A1	-3.859693185
TENT5C	-3.858812951
SLC36A1	3.854270761
SIRT3	-3.853781806
KIF20B	3.850275223
F11R	-3.848848879
SSH3	-3.846101877
FAR1	3.845976956
SH3RF2	-3.843569751
HS1BP3	-3.843524829
KDM6B	-3.843298666
ARSB	3.839840633
HIF1A-AS2	3.838278059
LDB1	-3.838160986
NBPF20	3.837835078
EIF3J-DT	-3.834305837
LOC646762	-3.833659046
ACSS2	-3.831462305
SRSF7	3.830217535
SNHG1	3.826744783
TM9SF3	3.825805719
SDR39U1	-3.823887149
SSX2IP	3.822100286
NFAT5	3.821454403
SUN2	-3.821069358
TSPAN3	3.820161071
COMT	-3.820137015
GRAMD4	-3.819927319
HNRNPR	3.819142215
NCEH1	3.81882255
GNL3L	3.818205952
SNHG19	3.815781258
6-Sep	-3.815539221
GTF3C4	3.814450717
DENND3	-3.813821643
CFAP54	3.810921807
RALGDS	-3.809938063
WHRN	-3.807396949
SF1	3.807135182
DOLPP1	3.806823243
BHLHE40-AS1	-3.805156795
BZW1	3.80379393
FLG	-3.803026584
MAML3	-3.802935477
CALB2	3.802882331
PER3	3.798315826
EXOC8	3.798039406
NEU1	3.797049116
PLEKHG5	-3.79297311
ARHGEF37	-3.792818174
MRPL1	3.790316431
CDC25A	3.789353866
ANLN	3.788616898
SREK1	3.788581206
ZNF648	-3.788327922
ABCA2	-3.787172791
TMEM159	-3.78662181
UNC5B	-3.785356842
MATR3	3.785271153
PBXIP1	-3.784502032
LOC440300	-3.783040828
POLR2J2	-3.782621954
LLGL2	-3.781909402
RRS1	3.7812818
LGALS1	-3.780675474
PCLAF	3.780658043
STYXL1	-3.779141253
CIP2A	3.777709138
ATF1	3.777579879
TULP3	-3.777541939
TMPO	3.777132228
RPS11	-3.774801895
RAB43	-3.772851688
RAB5IF	3.772457187
RRM2	3.771941141
DERL3	-3.770808047
EXO5	3.77046297
F8	-3.77015967
CD55	-3.768831147
FAM171A1	-3.768762541
CHAC1	-3.767846717
PTPRJ	-3.766089937
ANKRD36	3.765306098
AXIN2	-3.764812243
NUTM2G	3.762108423
MED17	3.761011255
PTDSS1	3.760524958
RPS6	3.759787714
RASA4DP	-3.758915554
CUL7	-3.758877167
PLAGL1	-3.756171076
ASIC1	-3.756165345
GSE1	-3.75462542
KIAA0319L	-3.750344233
SAFB	3.749862515
SRSF3	3.749343782
BEST3	3.748640119
NAPEPLD	3.74837607
POLR3A	3.747884834
UPF2	3.745235097
CCDC50	-3.744268232
MFHAS1	-3.743132423
FAM131B	-3.742791279
ELOVL6	3.738963943
PGM1	-3.734949118
RELB	-3.73457476
TRIB1	3.733469718
SGMS1-AS1	-3.733136387
MNX1-AS1	-3.733086888
EHD2	-3.730281508
PDE4A	-3.729735245
SETD1B	3.726964842
ABHD14A-ACY1	-3.72637852
PVR	3.726298554
SLC16A1	3.726184263
TBC1D10A	-3.72596188
YES1	3.72583155
MYOM1	-3.724177775
ANGEL1	-3.722699452
ASAP2	-3.718086592
ABCE1	3.718059904
AMMECR1	3.717851746
SH3D21	-3.717414893
C1orf226	-3.716954845
IL1RAP	-3.715545098
TNFAIP3	-3.714557044
CHD1	3.714495175
BRIX1	3.711142746
MAP4	-3.710440192
SLF1	3.709345504
SEC16A	3.708576936
FOXD1	3.707600676
SPTB	-3.70754207
MNT	-3.706605784
CBX3	3.705141293
CIART	-3.704998186
SPATA20	-3.702878255
SLC25A13	3.701333166
PSMD12	3.698208809
ARPC5L	3.69805806
IGSF3	-3.697791895
GFPT2	3.697594366
KNDC1	-3.695752754
IP6K2	-3.694556845
AGMAT	3.693813281
FSD1L	3.692170063
METTL27	-3.690704159
KIAA2013	-3.687500617
CEP68	-3.686007103
CAPRIN2	3.683522998
NUDCD3	-3.68223416
PDK3	-3.681765855
HDAC5	-3.681612424
C1RL	-3.681053312
RPS12	3.680979911
GNAI1	-3.680810493
IGF1R	-3.67854588
DEF6	-3.677779834
BMP8A	-3.677532859
MT2A	-3.677487238
RNF157	-3.677121501
DTNA	-3.675674885
SCARF1	-3.67416079
ASDURF	3.673893431
PIN1	-3.673079945
PDE5A	-3.672603643
SPDYE2	3.671458571
SPDYE2B	3.671458571
TAP2	3.6713486
SNRPD1	3.670705388
SRRM2	3.67053428
MLH3	3.670221989
IQGAP3	-3.669600104
SLC1A3	-3.666855795
CHAC2	3.665293556
